Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att
2022-08-31,Wed,Matchweek 5,Away,L 1–2,Newcastle Utd,Liverpool,Y,FW,63.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,17.0,2.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,7.0,10.0,70.0,0.0,0.0,1.0
2022-09-03,Sat,Matchweek 6,Home,D 0–0,Newcastle Utd,Crystal Palace,Y,FW,89.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,18.0,1.0,0.0,2.0,0.8,0.8,0.2,2.0,0.0,5.0,9.0,55.6,2.0,0.0,2.0
2022-09-17,Sat,Matchweek 8,Home,D 1–1,Newcastle Utd,Bournemouth,Y,"FW,LW",90.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,26.0,1.0,0.0,1.0,0.9,0.2,0.1,3.0,0.0,11.0,16.0,68.8,0.0,2.0,2.0
