Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att
2022-09-03,Sat,Matchweek 6,Away,L 1–2,Fulham,Tottenham,N,FW,6,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0
2022-09-16,Fri,Matchweek 8,Away,W 3–2,Fulham,Nott'ham Forest,N,FW,1,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,0,0
2022-10-01,Sat,Matchweek 9,Home,L 1–4,Fulham,Newcastle Utd,N,FW,54,0,0,0,0,0,0,0,0,18,0,0,1,0.0,0.0,0.2,1,0,11,14,78.6,2,0,1
2022-10-09,Sun,Matchweek 10,Away,L 1–3,Fulham,West Ham,Y,FW,90,0,0,0,0,2,0,1,0,28,0,0,0,0.1,0.1,0.1,2,1,8,14,57.1,1,0,0
2022-10-15,Sat,Matchweek 11,Home,D 2–2,Fulham,Bournemouth,N,RW,4,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0
2022-10-23,Sun,Matchweek 13,Away,W 3–2,Fulham,Leeds United,N,FW,1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,1
2022-10-29,Sat,Matchweek 14,Home,D 0–0,Fulham,Everton,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
2022-11-05,Sat,Matchweek 15,Away,L 1–2,Fulham,Manchester City,Y,FW,75,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,2,1,4,12,33.3,1,0,2
2022-11-13,Sun,Matchweek 16,Home,L 1–2,Fulham,Manchester Utd,Y,FW,90,0,0,0,0,3,2,0,0,26,0,0,0,0.2,0.2,0.1,0,0,7,16,43.8,0,0,1
